0	167	0	394	7	417	0	362	3	231	0	386	7	360	0	435	4	361	1	389	1	325	0	315	8	356	1	338	4	299	1	290	2	343	1	562	2	310	2	563	6	261	4	365	3	516	0	95	3	317	0	305	8	280	2	435	4	298	0	444	2	409	0	76	22	1724	13	3035	8	680	8	3584	32	1476	4	1652	14	1360	10	3690	48	2686	8	2461	23	1970	8	3860	31	1365	19	5474	37	3424	0	425
0	166	1	391	8	414	0	362	4	231	3	385	6	356	1	428	3	361	0	386	0	325	0	314	6	356	0	336	3	296	1	291	2	341	1	561	3	309	0	564	4	258	0	364	5	514	0	95	2	317	0	305	10	278	0	435	3	296	0	444	2	409	1	76	20	1718	13	3027	11	676	23	3571	31	1470	9	1641	18	1363	14	3673	52	2672	15	2454	22	1961	17	3844	31	1365	27	5451	33	3424	1	426
1	167	0	394	9	417	0	362	3	232	0	386	5	361	1	437	4	361	0	389	2	325	0	316	6	354	0	338	3	299	1	292	2	343	1	564	4	310	0	566	4	261	0	365	2	517	0	95	3	317	0	305	11	280	0	436	3	298	0	443	2	410	0	76	19	1725	18	3036	10	681	10	3586	36	1478	6	1654	20	1365	18	3693	43	2690	13	2464	25	1972	18	3865	31	1368	26	5481	35	3427	2	427
2	167	0	394	9	417	0	362	4	232	0	386	6	361	3	438	3	361	2	389	1	326	0	317	7	356	1	339	4	299	0	292	3	343	3	563	3	310	3	568	4	261	0	365	3	517	0	95	1	317	0	305	9	280	2	437	5	298	0	443	2	410	0	76	25	1723	19	3038	12	681	17	3586	32	1479	7	1655	16	1364	20	3695	49	2689	10	2465	21	1974	17	3866	33	1367	19	5479	35	3426	2	427
1	167	0	394	8	417	1	362	3	232	1	386	4	360	0	438	3	361	0	389	0	326	1	317	6	356	1	339	5	299	1	292	2	343	0	564	3	310	0	568	5	261	1	365	2	517	0	95	5	317	0	305	10	280	0	437	4	298	0	444	2	410	0	76	17	1726	4	3039	9	682	7	3587	30	1479	9	1655	15	1365	12	3695	43	2691	7	2466	23	1974	4	3869	29	1368	10	5483	28	3427	1	428
2	167	1	394	8	416	0	363	4	232	0	386	7	362	3	438	3	361	2	389	0	326	0	317	4	356	0	339	3	299	1	292	2	343	0	563	4	310	1	567	4	261	0	365	2	517	0	95	2	317	1	305	9	280	4	437	3	298	0	444	4	410	0	76	16	1727	7	3038	6	682	15	3584	37	1479	9	1655	16	1365	12	3698	43	2690	7	2466	21	1975	13	3870	29	1368	18	5482	30	3426	2	428
1	167	0	394	8	417	2	363	4	232	0	386	5	362	0	438	3	361	1	389	0	326	0	317	5	356	1	339	3	299	1	292	2	343	0	564	4	310	1	568	3	261	0	365	2	517	1	95	2	317	0	305	11	280	1	436	3	298	0	444	1	410	0	76	20	1727	7	3040	9	682	11	3587	31	1479	3	1655	15	1365	14	3698	53	2690	9	2468	20	1975	14	3871	28	1369	13	5483	34	3429	0	428
1	167	0	394	11	417	0	363	3	232	2	386	5	362	0	438	4	361	1	389	0	326	1	317	5	356	1	339	3	299	0	292	3	344	1	564	4	310	1	568	5	261	0	365	1	517	0	95	2	317	1	305	10	280	1	437	3	298	0	444	1	410	0	76	19	1727	11	3040	7	682	10	3589	33	1480	5	1655	16	1365	14	3699	50	2690	2	2469	19	1974	12	3871	33	1372	14	5482	31	3430	1	428
1	167	1	394	11	417	2	363	3	232	0	386	5	362	1	438	3	361	2	389	0	326	0	317	6	356	0	339	6	298	1	292	2	344	1	564	3	310	2	568	4	261	1	365	3	517	0	96	3	317	2	305	8	280	1	437	5	298	0	444	2	410	0	76	17	1727	2	3040	8	682	3	3589	28	1480	5	1655	13	1365	5	3699	37	2690	6	2470	17	1975	4	3872	28	1372	10	5482	25	3430	0	428
2	167	0	395	8	418	1	363	5	232	1	386	5	362	1	438	4	361	1	389	0	326	1	317	6	355	1	339	3	299	1	292	1	344	5	563	5	311	2	568	4	261	1	365	3	516	0	97	3	316	1	305	10	280	0	437	4	298	0	445	0	411	0	76	24	1724	20	3037	15	684	18	3585	32	1479	10	1656	27	1362	27	3697	49	2693	14	2470	30	1975	22	3871	37	1372	42	5479	47	3430	3	428
